userId,movieId,rating,timestamp,newMovieId,newUserId
311,296,5.0,2001-02-18 16:14:50,4,3
311,849,3.0,2001-02-18 16:01:30,11,3
311,1129,4.0,2001-02-18 15:37:33,13,3
311,1198,5.0,2001-02-18 15:43:48,14,3
311,1213,4.0,2001-02-18 16:15:15,16,3
311,2571,5.0,2001-02-18 15:43:48,22,3
311,47,4.0,2001-02-18 15:36:28,34,3
311,110,5.0,2001-02-18 15:44:16,35,3
311,153,2.0,2001-02-18 16:03:24,36,3
311,353,4.0,2001-02-18 15:50:59,38,3
311,733,4.0,2001-02-18 15:48:31,42,3
311,736,3.0,2001-02-18 15:59:01,43,3
311,780,4.0,2001-02-18 15:49:01,44,3
311,1089,4.0,2001-02-18 16:14:50,47,3
311,1221,3.0,2001-02-18 15:43:48,49,3
311,1356,3.0,2001-02-18 15:47:32,50,3
311,1527,5.0,2001-02-18 15:53:10,52,3
311,1580,4.0,2001-02-18 15:49:01,53,3
311,2028,3.0,2001-02-18 15:44:16,57,3
311,2628,3.0,2001-02-18 15:53:10,60,3
311,6,4.0,2001-02-18 15:46:11,78,3
311,10,3.0,2001-02-18 15:53:35,79,3
311,21,3.0,2001-02-18 15:46:11,80,3
311,44,4.0,2001-02-18 16:03:53,81,3
311,70,3.0,2001-02-18 15:57:54,82,3
311,95,3.0,2001-02-18 15:59:34,83,3
311,112,4.0,2001-02-18 15:57:26,84,3
311,145,2.0,2001-02-18 15:50:59,85,3
311,160,1.0,2001-02-18 16:06:09,86,3
311,165,4.0,2001-02-18 15:59:01,87,3
311,168,1.0,2001-02-18 16:02:59,88,3
311,170,3.0,2001-02-18 15:59:34,89,3
311,172,1.0,2001-02-18 16:06:09,90,3
311,173,2.0,2001-02-18 16:06:09,91,3
311,198,2.0,2001-02-18 15:51:46,92,3
311,204,3.0,2001-02-18 15:59:01,93,3
311,208,2.0,2001-02-18 15:59:01,94,3
311,260,4.0,2001-02-18 15:43:48,95,3
311,292,3.0,2001-02-18 15:49:35,96,3
311,293,5.0,2001-02-18 16:16:03,97,3
311,316,3.0,2001-02-18 15:50:59,98,3
311,327,1.0,2001-02-18 16:07:24,99,3
311,329,2.0,2001-02-18 15:57:26,100,3
311,349,4.0,2001-02-18 15:48:31,101,3
311,368,3.0,2001-02-18 15:54:13,102,3
311,376,3.0,2001-02-18 15:55:27,103,3
311,377,4.0,2001-02-18 15:49:01,104,3
311,379,2.0,2001-02-18 16:00:38,105,3
311,380,3.0,2001-02-18 15:50:30,106,3
311,420,3.0,2001-02-18 16:01:30,107,3
311,431,3.0,2001-02-18 16:15:32,108,3
311,441,1.0,2001-02-18 15:28:40,109,3
311,442,3.0,2001-02-18 16:03:24,110,3
311,466,2.0,2001-02-18 16:00:10,111,3
311,480,4.0,2001-02-18 15:48:07,112,3
311,485,2.0,2001-02-18 16:03:24,113,3
311,494,5.0,2001-02-18 15:52:26,114,3
311,546,1.0,2001-02-18 16:09:41,115,3
311,552,2.0,2001-02-18 15:53:35,116,3
311,555,3.0,2001-02-18 15:44:16,117,3
311,589,3.0,2001-02-18 15:44:41,118,3
311,592,4.0,2001-02-18 15:45:45,119,3
311,608,4.0,2001-02-18 16:15:15,120,3
311,653,3.0,2001-02-18 15:53:35,121,3
311,748,2.0,2001-02-18 16:00:10,122,3
311,786,3.0,2001-02-18 16:00:10,123,3
311,858,4.0,2001-02-18 15:43:48,124,3
311,969,3.0,2001-02-18 16:12:49,125,3
311,1036,5.0,2001-02-18 15:44:41,126,3
311,1037,3.0,2001-02-18 16:02:29,127,3
311,1047,1.0,2001-02-18 15:51:46,128,3
311,1049,3.0,2001-02-18 15:54:53,129,3
311,1100,4.0,2001-02-18 15:56:42,130,3
311,1101,5.0,2001-02-18 15:50:30,131,3
311,1127,4.0,2001-02-18 15:45:45,132,3
311,1193,4.0,2001-02-18 15:28:40,133,3
311,1196,4.0,2001-02-18 15:44:16,134,3
311,1197,5.0,2001-02-18 15:43:48,135,3
311,1200,4.0,2001-02-18 15:44:16,136,3
311,1201,3.0,2001-02-18 15:45:45,137,3
311,1210,3.0,2001-02-18 15:29:28,138,3
311,1214,5.0,2001-02-18 15:43:48,139,3
311,1220,2.0,2001-02-18 15:48:07,140,3
311,1222,4.0,2001-02-18 15:44:41,141,3
311,1233,3.0,2001-02-18 15:43:48,142,3
311,1240,5.0,2001-02-18 15:45:09,143,3
311,1242,3.0,2001-02-18 15:44:41,144,3
311,1275,4.0,2001-02-18 15:48:31,145,3
311,1287,4.0,2001-02-18 15:46:40,146,3
311,1291,4.0,2001-02-18 15:44:41,147,3
311,1320,3.0,2001-02-18 15:54:53,148,3
311,1370,3.0,2001-02-18 15:51:46,149,3
311,1371,3.0,2001-02-18 16:00:10,150,3
311,1372,3.0,2001-02-18 15:53:10,151,3
311,1373,3.0,2001-02-18 16:00:38,152,3
311,1374,3.0,2001-02-18 15:49:01,153,3
311,1375,3.0,2001-02-18 15:54:13,154,3
311,1377,3.0,2001-02-18 15:58:23,155,3
311,1378,3.0,2001-02-18 15:50:30,156,3
311,1385,3.0,2001-02-18 15:54:13,157,3
311,1387,4.0,2001-02-18 15:45:45,158,3
311,1391,2.0,2001-02-18 16:02:29,159,3
311,1438,2.0,2001-02-18 15:58:23,160,3
311,1441,3.0,2001-02-18 15:38:39,161,3
311,1479,2.0,2001-02-18 16:00:38,162,3
311,1499,3.0,2001-02-18 16:09:04,163,3
311,1500,4.0,2001-02-18 16:15:32,164,3
311,1552,2.0,2001-02-18 15:56:42,165,3
311,1556,1.0,2001-02-18 16:10:24,166,3
311,1562,2.0,2001-02-18 16:07:24,167,3
311,1573,5.0,2001-02-18 15:50:30,168,3
311,1586,4.0,2001-02-18 15:56:17,169,3
311,1590,2.0,2001-02-18 16:06:46,170,3
311,1591,4.0,2001-02-18 16:05:02,171,3
311,1597,4.0,2001-02-18 15:53:10,172,3
311,1608,3.0,2001-02-18 15:49:01,173,3
311,1617,4.0,2001-02-18 16:15:15,174,3
311,1676,5.0,2001-02-18 15:49:35,175,3
311,1690,3.0,2001-02-18 15:59:01,176,3
311,1722,2.0,2001-02-18 15:49:56,177,3
311,1801,2.0,2001-02-18 15:55:27,178,3
311,1831,3.0,2001-02-18 16:02:59,179,3
311,1876,3.0,2001-02-18 15:54:13,180,3
311,1882,1.0,2001-02-18 16:09:04,181,3
311,1912,4.0,2001-02-18 15:45:09,182,3
311,1917,4.0,2001-02-18 15:56:42,183,3
311,1918,3.0,2001-02-18 16:01:30,184,3
311,1954,5.0,2001-02-18 15:49:35,185,3
311,1997,4.0,2001-02-18 15:31:04,186,3
311,2000,4.0,2001-02-18 15:46:11,187,3
311,2001,4.0,2001-02-18 15:52:26,188,3
311,2006,3.0,2001-02-18 15:50:59,189,3
311,2013,3.0,2001-02-18 15:55:27,190,3
311,2023,3.0,2001-02-18 15:52:26,191,3
311,2058,3.0,2001-02-18 15:46:40,192,3
311,2094,2.0,2001-02-18 15:57:26,193,3
311,2105,2.0,2001-02-18 15:57:26,194,3
311,2115,3.0,2001-02-18 15:49:56,195,3
311,2167,4.0,2001-02-18 15:28:11,196,3
311,2193,4.0,2001-02-18 15:50:30,197,3
311,2268,4.0,2001-02-18 16:16:03,198,3
311,2278,3.0,2001-02-18 15:47:32,199,3
311,2353,3.0,2001-02-18 15:49:56,200,3
311,2366,2.0,2001-02-18 15:48:07,201,3
311,2393,2.0,2001-02-18 15:55:27,202,3
311,2403,4.0,2001-02-18 15:59:01,203,3
311,2406,4.0,2001-02-18 15:50:59,204,3
311,2410,4.0,2001-02-18 15:59:34,205,3
311,2421,1.0,2001-02-18 16:05:02,206,3
311,2427,2.0,2001-02-18 15:48:31,207,3
311,2490,4.0,2001-02-18 15:56:17,208,3
311,2580,3.0,2001-02-18 16:16:03,209,3
311,2616,2.0,2001-02-18 15:58:23,210,3
311,2617,3.0,2001-02-18 15:54:13,211,3
311,2640,3.0,2001-02-18 15:50:30,212,3
311,2641,2.0,2001-02-18 15:54:13,213,3
311,2692,4.0,2001-02-18 16:12:49,214,3
311,2699,3.0,2001-02-18 15:54:54,215,3
311,2701,2.0,2001-02-18 16:09:41,216,3
311,2722,3.0,2001-02-18 16:02:01,217,3
311,2881,3.0,2001-02-18 15:59:01,218,3
311,2916,4.0,2001-02-18 15:45:45,219,3
311,2947,3.0,2001-02-18 15:45:45,220,3
311,2951,3.0,2001-02-18 15:46:40,221,3
311,3020,2.0,2001-02-18 15:49:35,222,3
311,3072,3.0,2001-02-18 15:28:11,223,3
311,3082,2.0,2001-02-18 15:50:59,224,3
311,3104,4.0,2001-02-18 15:49:35,225,3
311,3107,4.0,2001-02-18 15:53:10,226,3
311,3113,4.0,2001-02-18 16:02:59,227,3
311,3256,3.0,2001-02-18 15:52:26,228,3
311,3257,3.0,2001-02-18 16:04:15,229,3
311,3300,3.0,2001-02-18 15:50:59,230,3
311,3418,5.0,2001-02-18 15:48:07,231,3
311,3527,4.0,2001-02-18 15:47:32,232,3
311,3555,3.0,2001-02-18 15:53:10,233,3
311,3578,4.0,2001-02-18 15:35:35,234,3
311,3623,3.0,2001-02-18 15:50:30,235,3
311,3624,5.0,2001-02-18 15:49:35,236,3
311,3697,2.0,2001-02-18 16:02:29,237,3
311,3698,5.0,2001-02-18 16:00:10,238,3
311,3702,4.0,2001-02-18 15:47:32,239,3
311,3751,4.0,2001-02-18 15:31:04,240,3
311,3753,4.0,2001-02-18 15:46:40,241,3
311,3755,3.0,2001-02-18 15:31:32,242,3
311,3785,2.0,2001-02-18 15:31:32,243,3
311,3793,3.0,2001-02-18 15:31:04,244,3
311,3826,3.0,2001-02-18 15:31:32,245,3
311,3863,3.0,2001-02-18 15:31:32,246,3
311,3994,5.0,2001-02-18 15:33:08,247,3
311,3996,5.0,2001-02-18 15:32:50,248,3
311,4002,3.0,2001-02-18 15:37:33,249,3
311,4022,5.0,2001-02-18 15:41:00,250,3
311,4025,3.0,2001-02-18 16:00:10,251,3
311,4085,4.0,2001-02-18 15:46:11,252,3
311,4148,3.0,2001-02-18 15:33:32,253,3
1022,50,4.0,2010-07-18 19:17:09,1,9
1022,296,4.0,2010-07-18 19:24:57,4,9
1022,527,4.0,2010-07-18 19:16:56,7,9
1022,1198,4.0,2010-07-18 19:30:48,14,9
1022,2571,4.5,2010-07-18 19:26:21,22,9
1022,2858,5.0,2010-07-18 19:31:12,23,9
1022,4226,4.0,2010-07-18 19:29:36,25,9
1022,58559,4.0,2010-07-18 19:31:39,28,9
1022,79132,5.0,2010-07-18 19:30:37,29,9
1022,1,3.0,2010-07-18 19:24:41,30,9
1022,32,4.0,2010-07-18 19:29:34,32,9
1022,47,3.5,2010-07-18 19:30:54,34,9
1022,110,4.0,2010-07-18 19:25:14,35,9
1022,153,3.5,2010-07-18 19:31:43,36,9
1022,318,5.0,2010-07-18 19:16:59,37,9
1022,733,4.0,2010-07-18 19:33:23,42,9
1022,780,4.0,2010-07-18 19:30:12,44,9
1022,1089,4.5,2010-07-18 19:38:24,47,9
1022,1221,4.5,2010-07-18 19:37:28,49,9
1022,1527,4.5,2010-07-18 19:35:15,52,9
1022,1580,4.5,2010-07-18 19:31:26,53,9
1022,1721,4.0,2010-07-18 19:26:30,55,9
1022,1923,3.5,2010-07-18 19:34:42,56,9
1022,2028,3.5,2010-07-18 19:25:20,57,9
1022,2628,4.5,2010-07-18 19:30:25,60,9
1022,2706,4.0,2010-07-18 19:35:08,62,9
1022,2762,4.0,2010-07-18 19:29:11,63,9
1022,2959,4.5,2010-07-18 19:29:12,64,9
1022,7361,4.0,2010-07-18 19:25:34,66,9
1022,60069,4.0,2010-07-18 19:32:46,71,9
1022,68157,4.0,2010-07-18 19:34:46,72,9
1022,70286,5.0,2010-07-18 19:33:43,74,9
1022,260,5.0,2010-07-18 19:33:38,95,9
1022,316,5.0,2010-07-18 19:34:59,98,9
1022,377,3.5,2010-07-18 19:31:56,104,9
1022,480,4.0,2010-07-18 19:33:36,112,9
1022,589,4.0,2010-07-18 19:26:25,118,9
1022,608,3.5,2010-07-18 19:29:19,120,9
1022,858,4.5,2010-07-18 19:16:53,124,9
1022,1196,4.5,2010-07-18 19:43:26,134,9
1022,1200,5.0,2010-07-18 19:36:06,136,9
1022,1210,4.5,2010-07-18 19:35:52,138,9
1022,1214,5.0,2010-07-18 19:35:59,139,9
1022,1240,4.0,2010-07-18 19:31:59,143,9
1022,1291,4.5,2010-07-18 19:33:53,147,9
1022,1374,4.5,2010-07-18 19:47:41,153,9
1022,1831,4.0,2009-11-08 16:45:40,179,9
1022,1917,4.5,2010-07-18 19:35:56,183,9
1022,2115,4.0,2010-07-18 19:36:38,195,9
1022,2916,3.0,2010-07-18 19:36:14,219,9
1022,3300,4.0,2010-07-18 19:49:33,230,9
1022,3527,4.0,2010-07-18 19:47:33,232,9
1022,3578,5.0,2010-07-18 19:34:56,234,9
1022,3996,3.5,2010-07-18 19:26:11,248,9
1022,4022,4.0,2010-07-18 19:34:33,250,9
1022,356,4.5,2010-07-18 19:25:39,254,9
1022,1097,4.0,2010-07-18 19:34:39,285,9
1022,364,4.0,2010-07-18 19:32:51,301,9
1022,595,3.0,2010-07-18 19:33:04,313,9
1022,597,3.5,2010-07-18 19:33:55,314,9
1022,231,5.0,2010-07-18 19:34:29,319,9
1022,1653,4.0,2010-07-18 19:51:05,340,9
1022,1704,4.5,2010-07-18 19:33:16,342,9
1022,4973,4.0,2010-07-18 19:30:08,376,9
1022,4993,4.5,2010-07-18 19:25:06,377,9
1022,5445,4.0,2010-07-18 19:48:04,383,9
1022,5903,5.0,2010-07-18 19:46:35,387,9
1022,5952,4.5,2010-07-18 19:29:23,389,9
1022,5989,3.5,2010-07-18 19:32:18,390,9
1022,6365,4.5,2010-07-18 19:34:23,393,9
1022,6377,3.5,2010-07-18 19:24:28,394,9
1022,6711,4.0,2010-07-18 19:32:10,396,9
1022,7147,4.0,2010-07-18 19:38:29,398,9
1022,7254,4.5,2010-07-18 19:48:24,399,9
1022,8644,4.0,2010-07-18 19:48:00,405,9
1022,541,4.5,2010-07-18 19:45:10,408,9
1022,586,3.5,2010-07-18 19:38:07,409,9
1022,741,4.0,2010-07-18 19:44:58,410,9
1022,1644,2.0,2009-11-08 16:45:36,411,9
1022,1732,4.5,2010-07-18 19:23:59,412,9
1022,2232,4.5,2010-07-18 19:48:17,413,9
1022,2409,2.5,2009-11-08 16:46:59,414,9
1022,2761,4.0,2010-07-18 19:50:37,415,9
1022,3897,4.5,2010-07-18 19:34:12,416,9
1022,4878,4.0,2010-07-18 19:37:45,417,9
1022,5378,5.0,2010-07-18 19:32:55,418,9
1022,6502,4.0,2010-07-18 19:51:01,419,9
1022,6934,4.5,2010-07-18 19:37:55,420,9
1022,7153,4.5,2010-07-18 19:24:49,421,9
1022,7438,3.5,2010-07-18 19:30:32,422,9
1022,8528,3.5,2009-11-08 16:47:43,423,9
1022,32587,4.0,2010-07-18 19:36:28,424,9
1022,33493,5.0,2010-07-18 19:33:27,425,9
1022,33794,3.5,2010-07-18 19:25:01,426,9
1022,34405,5.0,2010-07-18 19:45:34,427,9
1022,44191,4.0,2010-07-18 19:46:27,428,9
1022,46578,4.0,2010-07-18 19:35:44,429,9
1022,48516,4.5,2010-07-18 19:30:16,430,9
1022,49272,4.0,2010-07-18 19:31:33,431,9
1022,51662,4.5,2010-07-18 19:35:23,432,9
1022,56174,4.0,2010-07-18 19:49:06,433,9
1022,56367,4.0,2010-07-18 19:31:09,434,9
1022,59315,4.0,2010-07-18 19:31:36,435,9
1022,60684,4.0,2010-07-18 19:51:10,436,9
1022,68358,4.5,2010-07-18 19:33:10,437,9
1022,72998,5.0,2010-07-18 19:25:29,438,9
1022,73017,4.0,2010-07-18 19:37:39,439,9
1631,50,4.0,1996-11-22 12:21:44,1,10
1631,19,3.0,1996-11-22 12:21:44,31,10
1631,508,5.0,1996-11-22 12:23:00,39,10
1631,10,3.0,1996-11-22 12:20:40,79,10
1631,21,3.0,1996-11-22 12:21:44,80,10
1631,165,3.0,1996-11-22 12:19:45,87,10
1631,168,4.0,1996-11-22 12:22:59,88,10
1631,292,5.0,1996-11-22 12:20:20,96,10
1631,329,4.0,1996-11-22 12:20:20,100,10
1631,349,5.0,1996-11-22 12:20:00,101,10
1631,377,4.0,1996-11-22 12:21:12,104,10
1631,380,3.0,1996-11-22 12:19:16,106,10
1631,589,2.0,1996-11-22 12:20:57,118,10
1631,356,5.0,1996-11-22 12:20:00,254,10
1631,150,4.0,1996-11-22 12:19:16,295,10
1631,161,5.0,1996-11-22 12:20:40,296,10
1631,434,3.0,1996-11-22 12:20:20,302,10
1631,454,3.0,1996-11-22 12:20:57,303,10
1631,457,5.0,1996-11-22 12:19:45,305,10
1631,500,4.0,1996-11-22 12:21:12,306,10
1631,587,5.0,1996-11-22 12:21:24,311,10
1631,597,4.0,1996-11-22 12:21:24,314,10
1631,185,4.0,1996-11-22 12:20:40,440,10
1631,344,3.0,1996-11-22 12:19:45,441,10
1889,50,5.0,1996-06-08 04:41:13,1,11
1889,296,5.0,1996-06-08 04:35:07,4,11
1889,527,5.0,1996-06-08 04:41:13,7,11
1889,610,3.0,1996-06-08 04:59:46,9,11
1889,47,5.0,1996-06-08 04:50:25,34,11
1889,110,5.0,1996-06-08 04:41:13,35,11
1889,153,3.0,1996-06-08 04:37:26,36,11
1889,318,5.0,1996-06-08 04:41:13,37,11
1889,21,5.0,1996-06-08 04:59:46,80,11
1889,165,4.0,1996-06-08 04:37:26,87,11
1889,198,4.0,1996-06-08 04:55:39,92,11
1889,260,5.0,1996-06-08 04:51:07,95,11
1889,293,4.0,1996-06-08 04:51:07,97,11
1889,316,3.0,1996-06-08 05:03:30,98,11
1889,329,3.0,1996-06-08 05:03:31,100,11
1889,349,3.0,1996-06-08 04:37:26,101,11
1889,380,3.0,1996-06-08 04:35:08,106,11
1889,555,5.0,1996-06-08 04:51:07,117,11
1889,592,4.0,1996-06-08 04:35:07,119,11
1889,608,5.0,1996-06-08 04:41:13,120,11
1889,356,4.0,1996-06-08 04:43:10,254,11
1889,590,3.0,1996-06-08 04:35:07,255,11
1889,529,3.0,1996-06-08 04:45:41,284,11
1889,150,4.0,1996-06-08 04:35:07,295,11
1889,357,5.0,1996-06-08 04:45:42,300,11
1889,434,3.0,1996-06-08 05:03:31,302,11
1889,588,4.0,1996-06-08 04:37:26,312,11
1889,595,4.0,1996-06-08 05:03:30,313,11
1889,141,4.0,1996-09-29 00:24:41,318,11
1889,231,3.0,1996-06-08 05:03:30,319,11
1889,541,4.0,1996-06-08 04:52:47,408,11
1889,344,4.0,1996-06-08 04:37:26,441,11
1889,3,3.0,1996-06-08 20:44:40,442,11
1889,16,5.0,1996-06-08 04:55:39,443,11
1889,25,4.0,1996-06-08 04:50:25,444,11
1889,36,5.0,1996-06-08 04:43:10,445,11
1889,111,5.0,1996-06-08 04:43:10,446,11
1889,162,5.0,1996-06-08 04:44:21,447,11
1889,194,3.0,1996-06-08 04:44:21,448,11
1889,235,4.0,1996-06-08 04:52:48,449,11
1889,246,5.0,1996-06-08 04:51:07,450,11
1889,247,5.0,1996-06-08 04:45:41,451,11
1889,280,4.0,1996-06-08 04:54:05,452,11
1889,348,4.0,1996-06-08 04:55:39,453,11
1889,440,4.0,1996-06-08 04:55:39,454,11
1889,471,4.0,1996-06-08 04:50:25,455,11
1889,497,4.0,1996-06-08 04:43:10,456,11
1889,515,5.0,1996-06-08 04:45:42,457,11
1889,535,4.0,1996-06-08 04:45:41,458,11
1934,50,5.0,2008-04-07 17:17:27,1,12
1934,527,5.0,2008-04-07 17:17:18,7,12
1934,2019,5.0,2008-04-07 17:17:21,19,12
1934,318,5.0,2008-04-07 17:17:23,37,12
1934,858,5.0,2008-04-07 17:17:09,124,12
1934,4973,5.0,2008-04-07 17:17:03,376,12
1934,1244,4.0,2008-04-07 17:10:09,459,12
1934,2405,4.5,2008-04-07 17:10:59,460,12
1934,6016,5.0,2008-04-07 17:17:07,461,12
2043,50,5.0,1996-03-30 15:00:49,1,13
2043,163,4.0,1996-03-30 15:00:49,2,13
2043,296,5.0,1996-03-30 15:00:49,4,13
2043,785,4.0,1997-02-21 09:26:39,10,13
2043,32,4.0,1996-04-21 17:37:30,32,13
2043,34,4.0,1996-03-30 15:00:48,33,13
2043,110,2.0,1997-02-21 09:35:08,35,13
2043,153,3.0,1996-03-30 15:00:48,36,13
2043,318,5.0,1996-03-30 15:00:49,37,13
2043,648,3.0,1997-02-21 09:27:16,41,13
2043,733,4.0,1997-02-21 09:25:40,42,13
2043,1183,5.0,1997-02-21 09:22:29,48,13
2043,6,4.0,1996-03-30 14:41:37,78,13
2043,10,3.0,1996-03-30 14:41:37,79,13
2043,21,5.0,1996-03-30 14:41:37,80,13
2043,70,2.0,1996-04-21 17:37:30,82,13
2043,165,4.0,1996-03-30 15:00:49,87,13
2043,260,5.0,1997-02-21 09:23:09,95,13
2043,316,4.0,1996-03-30 15:00:49,98,13
2043,349,3.0,1996-03-30 15:00:48,101,13
2043,376,3.0,1997-02-21 09:24:05,103,13
2043,380,4.0,1996-03-30 15:00:49,106,13
2043,420,3.0,1996-03-30 15:00:48,107,13
2043,494,2.0,1997-02-21 09:25:40,114,13
2043,555,5.0,1996-03-30 15:00:49,117,13
2043,592,5.0,1996-03-30 15:00:48,119,13
2043,608,5.0,1996-04-03 22:23:48,120,13
2043,786,4.0,1997-02-21 09:24:38,123,13
2043,590,4.0,1996-03-30 15:00:48,255,13
2043,17,5.0,1996-04-03 22:23:48,291,13
2043,150,4.0,1996-03-30 15:00:48,295,13
2043,339,4.0,1996-03-30 15:00:49,299,13
2043,434,3.0,1996-03-30 15:00:48,302,13
2043,588,4.0,1996-03-30 15:00:48,312,13
2043,595,4.0,1996-03-30 15:00:48,313,13
2043,231,5.0,1996-03-30 15:00:49,319,13
2043,832,3.0,1997-02-21 09:24:05,330,13
2043,1393,4.0,1997-02-21 09:25:40,337,13
2043,185,3.0,1996-03-30 15:00:49,440,13
2043,344,5.0,1996-03-30 15:00:48,441,13
2043,16,5.0,1996-03-30 14:41:36,443,13
2043,25,5.0,1996-03-30 14:41:37,444,13
2043,36,5.0,1996-04-03 22:23:48,445,13
2043,246,5.0,1996-03-30 15:00:49,450,13
2043,348,4.0,1996-03-30 15:00:48,453,13
2043,7,4.0,1997-02-21 09:28:00,462,13
2043,14,5.0,1997-02-21 09:23:09,463,13
2043,18,2.0,1997-02-21 09:28:00,464,13
2043,39,5.0,1996-03-30 15:00:48,465,13
2043,58,5.0,1996-03-30 14:41:37,466,13
2043,105,3.0,1996-03-30 14:44:18,467,13
2043,196,3.0,1997-02-21 09:33:00,468,13
2043,222,4.0,1996-03-30 15:00:48,469,13
2043,224,5.0,1996-03-30 15:00:49,470,13
2043,265,5.0,1996-03-30 15:00:49,471,13
2043,266,1.0,1996-03-30 15:00:49,472,13
2043,273,3.0,1997-02-21 09:33:01,473,13
2043,277,4.0,1996-03-30 15:00:49,474,13
2043,282,3.0,1996-03-30 15:00:49,475,13
2043,288,3.0,1997-02-21 09:32:29,476,13
2043,300,5.0,1996-03-30 15:04:25,477,13
2043,306,5.0,1996-03-30 15:00:49,478,13
2043,432,2.0,1996-03-30 15:00:48,479,13
2043,435,3.0,1996-03-30 15:00:48,480,13
2043,708,3.0,1997-02-21 09:23:09,481,13
